Work Order Number,"Work Order: Type
Name","Work Order:
Street
Number","Work
Order:
Street
Direction","Work Order:
Street Name","Work
Order:
Street Type",Ward,"Work
Order:
Created
Time Value","Work
Order:
Completed
Time Value",Status,Work Order: Description
20-03534659,"Tree Planting -
Green Streets",4230,S,ASHLAND,AVE,12,9:52 AM,2:06 PM,Closed,7D OP
20-03534661,"Tree Planting -
Green Streets",4312,S,ASHLAND,AVE,15,9:52 AM,4:16 PM,Closed,7D OP
20-03534689,"Tree Planting -
Green Streets",4411,S,ASHLAND,AVE,11,9:52 AM,4:17 PM,Closed,7D OP
20-03534708,"Tree Planting -
Green Streets",5851,S,ASHLAND,AVE,16,9:53 AM,2:08 PM,Closed,7D OP
20-03534714,"Tree Planting -
Green Streets",6428,S,ASHLAND,AVE,15,9:53 AM,12:09 PM,Closed,7D OP
20-03534721,"Tree Planting -
Green Streets",7700,S,ASHLAND,AVE,17,9:54 AM,3:03 PM,Closed,7D OP ON 77TH ST
20-03534726,"Tree Planting -
Green Streets",7831,S,ASHLAND,AVE,17,9:54 AM,3:05 PM,Closed,7D OP
20-03534729,"Tree Planting -
Green Streets",8107,S,ASHLAND,AVE,21,9:55 AM,3:08 PM,Closed,7D OP
20-03534736,"Tree Planting -
Green Streets",8140,S,ASHLAND,AVE,21,9:56 AM,12:32 PM,Closed,7D OP
20-03534749,"Tree Planting -
Green Streets",8339,S,ASHLAND,AVE,21,9:57 AM,3:16 PM,Closed,7D OP
20-03534754,"Tree Planting -
Green Streets",8445,S,ASHLAND,AVE,21,9:57 AM,3:22 PM,Closed,7D 2OP
20-03534765,"Tree Planting -
Green Streets",13359,S,BALTIMORE,AVE,10,9:59 AM,3:21 PM,Closed,7D OP
20-03534783,"Tree Planting -
Green Streets",13416,S,BALTIMORE,AVE,10,10:01 AM,3:24 PM,Closed,7D 2OP
20-03534791,"Tree Planting -
Green Streets",8820,S,COMMERCIAL,AVE,10,10:02 AM,2:05 PM,Closed,7D 2OP
20-03534792,"Tree Planting -
Green Streets",8848,S,COMMERCIAL,AVE,10,10:02 AM,2:09 PM,Closed,7D OP
20-03534797,"Tree Planting -
Green Streets",9000,S,COMMERCIAL,AVE,10,10:03 AM,2:11 PM,Closed,7D 2OP ON 90TH ST
20-03534801,"Tree Planting -
Green Streets",4233,S,"COTTAGE
GROVE",AVE,4,10:03 AM,4:21 PM,Closed,7D
20-03534806,"Tree Planting -
Green Streets",4317,S,"COTTAGE
GROVE",AVE,4,10:04 AM,4:22 PM,Closed,7D OP
20-03534813,"Tree Planting -
Green Streets",4500,S,"COTTAGE
GROVE",AVE,4,10:04 AM,4:23 PM,Closed,7D OP ON 45TH ST
20-03534821,"Tree Planting -
Green Streets",4635,S,"COTTAGE
GROVE",AVE,4,10:05 AM,4:25 PM,Closed,7D OP
20-03534827,"Tree Planting -
Green Streets",4658,S,"COTTAGE
GROVE",AVE,4,10:06 AM,4:27 PM,Closed,7D OP
20-03534830,"Tree Planting -
Green Streets",6357,S,"COTTAGE
GROVE",AVE,20,10:07 AM,3:44 PM,Closed,7D OP
20-03534836,"Tree Planting -
Green Streets",7237,S,"COTTAGE
GROVE",AVE,8,10:07 AM,3:49 PM,Closed,7D OP
20-03534851,"Tree Planting -
Green Streets",7301,S,"COTTAGE
GROVE",AVE,8,10:08 AM,3:51 PM,Closed,7D 2OP
20-03534856,"Tree Planting -
Green Streets",7318,S,"COTTAGE
GROVE",AVE,6,10:09 AM,3:52 PM,Closed,7D OP
20-03534887,"Tree Planting -
Green Streets",7433,S,"COTTAGE
GROVE",AVE,8,10:10 AM,3:54 PM,Closed,
20-03534889,"Tree Planting -
Green Streets",7436,S,"COTTAGE
GROVE",AVE,6,10:10 AM,3:56 PM,Closed,7D OP
20-03534893,"Tree Planting -
Green Streets",7721,S,"COTTAGE
GROVE",AVE,8,10:11 AM,4:00 PM,Closed,7D OP
20-03534991,"Tree Planting -
Green Streets",8145,S,"COTTAGE
GROVE",AVE,8,10:16 AM,11:30 AM,Closed,7D OP
20-03534998,"Tree Planting -
Green Streets",8206,S,"COTTAGE
GROVE",AVE,8,10:17 AM,11:32 AM,Closed,7D OP
20-03535003,"Tree Planting -
Green Streets",8244,S,"COTTAGE
GROVE",AVE,8,10:18 AM,11:39 AM,Closed,7D OP
20-03535019,"Tree Planting -
Green Streets",8530,S,"COTTAGE
GROVE",AVE,6,10:19 AM,11:57 AM,Closed,7D OP
20-03535036,"Tree Planting -
Green Streets",,,,,,10:22 AM,12:03 PM,Closed,7D OP
20-03535039,"Tree Planting -
Green Streets",8548,S,"COTTAGE
GROVE",AVE,6,10:22 AM,12:05 PM,Closed,7D OP
20-03535048,"Tree Planting -
Green Streets",8552,S,"COTTAGE
GROVE",AVE,6,10:23 AM,12:11 PM,Closed,7D OP
20-03535052,"Tree Planting -
Green Streets",8602,S,"COTTAGE
GROVE",AVE,6,10:24 AM,12:16 PM,Closed,7D
20-03535080,"Tree Planting -
Green Streets",8612,S,"COTTAGE
GROVE",AVE,6,10:26 AM,12:25 PM,Closed,7D OP
20-03535082,"Tree Planting -
Green Streets",8618,S,"COTTAGE
GROVE",AVE,6,10:26 AM,2:30 PM,Closed,7D OP
20-03535104,"Tree Planting -
Green Streets",8651,S,"COTTAGE
GROVE",AVE,8,10:28 AM,2:33 PM,Closed,7D 2OP
20-03535109,"Tree Planting -
Green Streets",8658,S,"COTTAGE
GROVE",AVE,6,10:29 AM,2:35 PM,Closed,7D 2OP
20-03535114,"Tree Planting -
Green Streets",8700,S,"COTTAGE
GROVE",AVE,8,10:29 AM,3:21 PM,Closed,7D OP
20-03535118,"Tree Planting -
Green Streets",8732,S,"COTTAGE
GROVE",AVE,8,10:30 AM,2:45 PM,Closed,7D OP
20-03535119,"Tree Planting -
Green Streets",8734,S,"COTTAGE
GROVE",AVE,8,10:30 AM,2:47 PM,Closed,7D OP
20-03535122,"Tree Planting -
Green Streets",8914,S,"COTTAGE
GROVE",AVE,8,10:31 AM,2:54 PM,Closed,7D OP
20-03535125,"Tree Planting -
Green Streets",8916,S,"COTTAGE
GROVE",AVE,8,10:31 AM,2:55 PM,Closed,7D OP
20-03535135,"Tree Planting -
Green Streets",9130,S,"COTTAGE
GROVE",AVE,8,10:34 AM,3:09 PM,Closed,7D 4OP
20-03535141,"Tree Planting -
Green Streets",9702,S,EWING,AVE,10,10:35 AM,2:31 PM,Closed,7D 2OP
20-03535145,"Tree Planting -
Green Streets",9848,S,EWING,AVE,10,10:36 AM,2:37 PM,Closed,7D OP
20-03535150,"Tree Planting -
Green Streets",9863,S,EWING,AVE,10,10:37 AM,2:42 PM,Closed,7D 2OP
20-03535154,"Tree Planting -
Green Streets",10200,S,EWING,AVE,10,10:37 AM,2:49 PM,Closed,7D OP ON 102ND ST
20-03535158,"Tree Planting -
Green Streets",10337,S,EWING,AVE,10,10:38 AM,2:55 PM,Closed,7D 2OP
20-03535170,"Tree Planting -
Green Streets",10345,S,EWING,AVE,10,10:39 AM,3:00 PM,Closed,7DOP
20-03535173,"Tree Planting -
Green Streets",10355,S,EWING,AVE,10,10:40 AM,3:02 PM,Closed,7D 2OP
20-03535177,"Tree Planting -
Green Streets",10459,S,EWING,AVE,10,10:41 AM,3:04 PM,Closed,7D OP 105TH ST
20-03535180,"Tree Planting -
Green Streets",10546,S,EWING,AVE,10,10:41 AM,3:06 PM,Closed,7D 2OP
20-03535188,"Tree Planting -
Green Streets",10740,S,EWING,AVE,10,10:42 AM,3:08 PM,Closed,7D OP
20-03535193,"Tree Planting -
Green Streets",10756,S,EWING,AVE,10,10:42 AM,3:10 PM,Closed,7D OP
20-03535201,"Tree Planting -
Green Streets",7919,S,EXCHANGE,AVE,7,10:43 AM,12:05 PM,Closed,7D OP
20-03535205,"Tree Planting -
Green Streets",8027,S,EXCHANGE,AVE,7,10:44 AM,12:21 PM,Closed,7D OP
20-03535206,"Tree Planting -
Green Streets",8200,S,EXCHANGE,AVE,7,10:44 AM,12:22 PM,Closed,7D OP
20-03535224,"Tree Planting -
Green Streets",9545,S,HALSTED,ST,21,10:46 AM,12:43 PM,Closed,7D 2 OP
20-03535232,"Tree Planting -
Green Streets",10134,S,HALSTED,ST,34,10:47 AM,11:53 AM,Closed,7D OP
20-03535239,"Tree Planting -
Green Streets",11550,S,HALSTED,ST,34,10:48 AM,11:34 AM,Closed,7D OP
20-03535254,"Tree Planting -
Green Streets",12002,S,HALSTED,ST,34,10:50 AM,11:37 AM,Closed,7D OP
20-03535257,"Tree Planting -
Green Streets",12635,S,HALSTED,ST,34,10:51 AM,2:50 PM,Closed,7D 14OP
20-03535283,"Tree Planting -
Green Streets",12747,S,HALSTED,ST,34,10:55 AM,11:57 AM,Closed,7D 3OP
20-03535291,"Tree Planting -
Green Streets",12751,S,HALSTED,ST,34,10:55 AM,11:59 AM,Closed,7D OP
20-03535294,"Tree Planting -
Green Streets",12821,S,HALSTED,ST,34,10:56 AM,12:00 PM,Closed,7D OP
20-03535301,"Tree Planting -
Green Streets",6200,W,HIGGINS,AVE,45,10:57 AM,2:49 PM,Closed,7D OP
20-03535303,"Tree Planting -
Green Streets",7122,W,HIGGINS,AVE,41,10:57 AM,2:48 PM,Closed,7D OP
20-03535306,"Tree Planting -
Green Streets",1607,W,IRVING PARK,RD,47,10:58 AM,12:04 PM,Closed,7D OP
20-03535308,"Tree Planting -
Green Streets",2012,W,IRVING PARK,RD,47,10:58 AM,12:05 PM,Closed,7D OP
20-03535313,"Tree Planting -
Green Streets",2057,W,IRVING PARK,RD,47,10:59 AM,12:07 PM,Closed,7D OP
20-03535762,"Tree Planting -
Green Streets",2145,W,IRVING PARK,RD,47,12:15 PM,12:09 PM,Closed,7D OP
20-03535764,"Tree Planting -
Green Streets",2149,W,IRVING PARK,RD,47,12:15 PM,12:11 PM,Closed,7D OP
20-03535767,"Tree Planting -
Green Streets",2151,W,IRVING PARK,RD,47,12:16 PM,12:12 PM,Closed,7D OP
20-03535771,"Tree Planting -
Green Streets",2432,W,IRVING PARK,RD,47,12:16 PM,12:14 PM,Closed,7D OP
20-03535774,"Tree Planting -
Green Streets",2847,W,IRVING PARK,RD,33,12:17 PM,12:16 PM,Closed,7D OP
20-03535779,"Tree Planting -
Green Streets",2850,W,IRVING PARK,RD,33,12:18 PM,12:18 PM,Closed,7D OP
20-03535783,"Tree Planting -
Green Streets",2922,W,IRVING PARK,RD,33,12:19 PM,12:19 PM,Closed,7D OP
20-03535786,"Tree Planting -
Green Streets",2952,W,IRVING PARK,RD,33,12:19 PM,12:21 PM,Closed,7D OP
20-03535790,"Tree Planting -
Green Streets",3231,W,IRVING PARK,RD,33,12:20 PM,12:24 PM,Closed,7D OP ON SAWYER
20-03535792,"Tree Planting -
Green Streets",3237,W,IRVING PARK,RD,33,12:20 PM,12:26 PM,Closed,7D OP
20-03535794,"Tree Planting -
Green Streets",3300,W,IRVING PARK,RD,33,12:20 PM,12:27 PM,Closed,7D OP ON SPAULDING
20-03535797,"Tree Planting -
Green Streets",3604,W,IRVING PARK,RD,45,12:21 PM,12:29 PM,Closed,7D OP
20-03535805,"Tree Planting -
Green Streets",3901,W,IRVING PARK,RD,45,12:22 PM,12:34 PM,Closed,7D OP
20-03535808,"Tree Planting -
Green Streets",4212,W,IRVING PARK,RD,45,12:22 PM,12:35 PM,Closed,7D OP
20-03535815,"Tree Planting -
Green Streets",3824,W,IRVING PARK,RD,45,12:23 PM,12:30 PM,Closed,7D OP
20-03535819,"Tree Planting -
Green Streets",4229,W,IRVING PARK,RD,45,12:24 PM,12:38 PM,Closed,7D OP
20-03535821,"Tree Planting -
Green Streets",4230,W,IRVING PARK,RD,45,12:25 PM,12:39 PM,Closed,7D OP
20-03535823,"Tree Planting -
Green Streets",4612,W,IRVING PARK,RD,45,12:25 PM,12:41 PM,Closed,7D 2OP
20-03535824,"Tree Planting -
Green Streets",4671,W,IRVING PARK,RD,45,12:26 PM,12:43 PM,Closed,7D OP
20-03535827,"Tree Planting -
Green Streets",5155,W,IRVING PARK,RD,45,12:27 PM,12:47 PM,Closed,7D 4 OP
20-03535828,"Tree Planting -
Green Streets",5224,W,IRVING PARK,RD,38,12:27 PM,11:59 AM,Closed,7D 2OP
20-03535834,"Tree Planting -
Green Streets",5245,W,IRVING PARK,RD,45,12:28 PM,3:12 PM,Closed,7D OP
20-03535839,"Tree Planting -
Green Streets",5330,W,IRVING PARK,RD,38,12:30 PM,12:02 PM,Closed,7D OP
20-03535919,"Tree Planting -
Green Streets",5350,W,IRVING PARK,RD,38,12:49 PM,12:33 PM,Closed,
20-03535921,"Tree Planting -
Green Streets",5415,W,IRVING PARK,RD,38,12:49 PM,12:34 PM,Closed,7D OP
20-03535923,"Tree Planting -
Green Streets",5948,W,IRVING PARK,RD,38,12:50 PM,12:36 PM,Closed,7DOP
20-03535925,"Tree Planting -
Green Streets",6017,W,IRVING PARK,RD,38,12:50 PM,12:38 PM,Closed,7D OP
20-03535929,"Tree Planting -
Green Streets",6100,W,IRVING PARK,RD,38,12:50 PM,3:42 PM,Closed,7D OP
20-03535930,"Tree Planting -
Green Streets",4651,N,KIMBALL,AVE,33,12:51 PM,4:01 PM,Closed,7D 3OP
20-03537815,"Tree Planting -
Green Streets",827,W,LAWRENCE,AVE,46,6:18 AM,3:21 PM,Closed,7D OP
20-03537817,"Tree Planting -
Green Streets",1040,W,LAWRENCE,AVE,46,6:18 AM,3:23 PM,Closed,7D 2OP
20-03537819,"Tree Planting -
Green Streets",2255,W,LAWRENCE,AVE,47,6:19 AM,3:27 PM,Closed,7D OP
20-03537821,"Tree Planting -
Green Streets",5401,W,LAWRENCE,AVE,45,6:19 AM,3:16 PM,Closed,7D 2OP
20-03537823,"Tree Planting -
Green Streets",5914,W,LAWRENCE,AVE,45,6:19 AM,3:20 PM,Closed,7D OP
20-03537827,"Tree Planting -
Green Streets",5358,S,"DR MARTIN
LUTHER KING",DR,3,6:21 AM,2:09 PM,Closed,7D OP
20-03537829,"Tree Planting -
Green Streets",5535,S,"DR MARTIN
LUTHER KING",DR,20,6:21 AM,10:59 AM,Closed,7D OP
20-03537831,"Tree Planting -
Green Streets",7501,S,"DR MARTIN
LUTHER KING",DR,6,6:21 AM,11:29 AM,Closed,7D OP
20-03537832,"Tree Planting -
Green Streets",9644,S,MICHIGAN,AVE,9,6:22 AM,2:57 PM,Closed,7D OP
20-03537834,"Tree Planting -
Green Streets",9650,S,MICHIGAN,AVE,9,6:22 AM,2:59 PM,Closed,7D OP
20-03537836,"Tree Planting -
Green Streets",9656,S,MICHIGAN,AVE,9,6:22 AM,3:05 PM,Closed,7D OP
20-03537839,"Tree Planting -
Green Streets",10307,S,MICHIGAN,AVE,9,6:24 AM,4:05 PM,Closed,7D OP
20-03537841,"Tree Planting -
Green Streets",10342,S,MICHIGAN,AVE,9,6:25 AM,4:07 PM,Closed,7D OP
20-03537843,"Tree Planting -
Green Streets",10425,S,MICHIGAN,AVE,9,6:25 AM,4:08 PM,Closed,7D OP
20-03537851,"Tree Planting -
Green Streets",10612,S,MICHIGAN,AVE,9,6:30 AM,8:49 AM,Closed,7D OP
20-03537852,"Tree Planting -
Green Streets",10914,S,MICHIGAN,AVE,9,6:31 AM,4:11 PM,Closed,
20-03537871,"Tree Planting -
Green Streets",3651,N,MILWAUKEE,AVE,45,6:37 AM,3:59 PM,Closed,
20-03537873,"Tree Planting -
Green Streets",3750,N,MILWAUKEE,AVE,45,6:38 AM,4:00 PM,Closed,
20-03537874,"Tree Planting -
Green Streets",4012,N,MILWAUKEE,AVE,45,6:39 AM,4:02 PM,Closed,7D OP
20-03537875,"Tree Planting -
Green Streets",4546,N,MILWAUKEE,AVE,45,6:40 AM,4:03 PM,Closed,7D OP
20-03537877,"Tree Planting -
Green Streets",4719,N,MILWAUKEE,AVE,45,6:40 AM,4:05 PM,Closed,7D OP
20-03537878,"Tree Planting -
Green Streets",4728,N,MILWAUKEE,AVE,45,6:40 AM,4:06 PM,Closed,7D OP
20-03537880,"Tree Planting -
Green Streets",4825,N,MILWAUKEE,AVE,45,6:42 AM,8:51 AM,Closed,7D 2OP
20-03537881,"Tree Planting -
Green Streets",4839,N,MILWAUKEE,AVE,45,6:42 AM,3:26 PM,Closed,7D OP
20-03537882,"Tree Planting -
Green Streets",5117,N,MILWAUKEE,AVE,45,6:43 AM,3:30 PM,Closed,7D OP
20-03537883,"Tree Planting -
Green Streets",5212,N,MILWAUKEE,AVE,45,6:44 AM,3:35 PM,Closed,
20-03537884,"Tree Planting -
Green Streets",5216,N,MILWAUKEE,AVE,45,6:44 AM,3:39 PM,Closed,7D OP
20-03537885,"Tree Planting -
Green Streets",1050,W,MONTROSE,AVE,46,6:45 AM,3:46 PM,Closed,7D OP
20-03537886,"Tree Planting -
Green Streets",1320,W,MONTROSE,AVE,46,6:46 AM,3:47 PM,Closed,7D OP
20-03537887,"Tree Planting -
Green Streets",5121,W,MONTROSE,AVE,45,6:46 AM,3:22 PM,Closed,7D OP
20-03537888,"Tree Planting -
Green Streets",5431,W,MONTROSE,AVE,38,6:47 AM,12:41 PM,Closed,7D OP
20-03537891,"Tree Planting -
Green Streets",5450,W,MONTROSE,AVE,38,6:47 AM,12:44 PM,Closed,7D OP
20-03537895,"Tree Planting -
Green Streets",5455,W,MONTROSE,AVE,38,6:50 AM,12:48 PM,Closed,7D 5OP
20-03537896,"Tree Planting -
Green Streets",5520,W,MONTROSE,AVE,38,6:50 AM,12:49 PM,Closed,7D OP
20-03537897,"Tree Planting -
Green Streets",5547,W,MONTROSE,AVE,38,6:51 AM,12:51 PM,Closed,7D OP
20-03537899,"Tree Planting -
Green Streets",5551,W,MONTROSE,AVE,38,6:51 AM,12:52 PM,Closed,7D OP
20-03537900,"Tree Planting -
Green Streets",5704,W,MONTROSE,AVE,38,6:51 AM,12:54 PM,Closed,7D OP
20-03537901,"Tree Planting -
Green Streets",5731,W,MONTROSE,AVE,38,6:52 AM,12:55 PM,Closed,7D OP
20-03537902,"Tree Planting -
Green Streets",5804,W,MONTROSE,AVE,38,6:53 AM,12:57 PM,Closed,7D OP
20-03537903,"Tree Planting -
Green Streets",5850,W,MONTROSE,AVE,38,6:53 AM,12:58 PM,Closed,7D OP
20-03537904,"Tree Planting -
Green Streets",5909,W,MONTROSE,AVE,38,6:53 AM,1:00 PM,Closed,7D OP
20-03537905,"Tree Planting -
Green Streets",5910,W,MONTROSE,AVE,38,6:54 AM,1:01 PM,Closed,7D OP
20-03537907,"Tree Planting -
Green Streets",6252,W,MONTROSE,AVE,38,6:55 AM,1:03 PM,Closed,7D OP
20-03537909,"Tree Planting -
Green Streets",6600,S,"STONY
ISLAND",AVE,5,6:55 AM,2:39 PM,Closed,7D OP
20-03537910,"Tree Planting -
Green Streets",7455,S,"STONY
ISLAND",AVE,8,6:55 AM,2:41 PM,Closed,7D OP
20-03537911,"Tree Planting -
Green Streets",7655,S,"STONY
ISLAND",AVE,8,6:56 AM,2:48 PM,Closed,7D 2 OP ON 77TH ST
20-03537912,"Tree Planting -
Green Streets",7814,S,"STONY
ISLAND",AVE,5,6:56 AM,2:52 PM,Closed,7D OP
20-03537919,"Tree Planting -
Green Streets",1910,W,MONTEREY,AVE,19,7:01 AM,3:49 PM,Closed,7D OP
20-03537921,"Tree Planting -
Green Streets",1917,W,MONTEREY,AVE,19,7:02 AM,3:53 PM,Closed,7D OP
20-03537925,"Tree Planting -
Green Streets",3025,W,26TH,ST,12,7:03 AM,2:34 PM,Closed,7D OP
20-03537926,"Tree Planting -
Green Streets",3141,W,26TH,ST,12,7:03 AM,2:36 PM,Closed,7D 2OP
20-03537927,"Tree Planting -
Green Streets",3208,W,26TH,ST,12,7:04 AM,2:38 PM,Closed,7D OP
20-03537929,"Tree Planting -
Green Streets",3236,W,26TH,ST,12,7:04 AM,2:41 PM,Closed,7D 2OP
20-03537930,"Tree Planting -
Green Streets",3311,W,26TH,ST,12,7:05 AM,2:42 PM,Closed,7D OP
20-03537931,"Tree Planting -
Green Streets",3333,W,26TH,ST,12,7:05 AM,2:45 PM,Closed,7D OP
20-03537932,"Tree Planting -
Green Streets",3425,W,26TH,ST,22,7:06 AM,2:53 PM,Closed,7D OP
20-03537934,"Tree Planting -
Green Streets",3426,W,26TH,ST,22,7:06 AM,2:51 PM,Closed,7D OP
20-03537935,"Tree Planting -
Green Streets",3459,W,26TH,ST,22,7:06 AM,2:56 PM,Closed,7D OP
20-03537937,"Tree Planting -
Green Streets",1158,E,57TH,ST,5,7:08 AM,11:44 AM,Closed,7D OP
20-03537939,"Tree Planting -
Green Streets",1174,E,57TH,ST,5,7:09 AM,11:45 AM,Closed,7D OP
20-03537940,"Tree Planting -
Green Streets",1225,E,57TH,ST,5,7:09 AM,11:47 AM,Closed,7D OP
20-03537941,"Tree Planting -
Green Streets",1333,E,57TH,ST,5,7:09 AM,11:50 AM,Closed,7D OP
20-03537942,"Tree Planting -
Green Streets",1029,E,63RD,ST,20,7:10 AM,3:27 PM,Closed,7D 2OP
20-03537945,"Tree Planting -
Green Streets",1168,E,63RD,ST,20,7:11 AM,3:36 PM,Closed,7D OP
20-03537947,"Tree Planting -
Green Streets",1352,E,63RD,ST,20,7:11 AM,3:39 PM,Closed,7D 2OP
20-03537950,"Tree Planting -
Green Streets",1358,E,63RD,ST,20,7:11 AM,3:40 PM,Closed,7D OP
20-03537951,"Tree Planting -
Green Streets",1434,E,63RD,ST,20,7:12 AM,3:43 PM,Closed,7D OP
20-03537952,"Tree Planting -
Green Streets",1456,E,63RD,ST,20,7:12 AM,2:08 PM,Closed,7D 2OP
20-03537955,"Tree Planting -
Green Streets",1701,W,87TH,ST,21,7:13 AM,12:25 PM,Closed,7D 2OP
20-03537957,"Tree Planting -
Green Streets",1720,W,87TH,ST,21,7:14 AM,12:46 PM,Closed,7D OP
20-03537958,"Tree Planting -
Green Streets",1836,W,87TH,ST,21,7:14 AM,12:53 PM,Closed,7D 2OP
20-03537959,"Tree Planting -
Green Streets",1905,W,87TH,ST,21,7:14 AM,12:57 PM,Closed,7D 2OP
20-03537961,"Tree Planting -
Green Streets",1906,W,87TH,ST,21,7:15 AM,12:58 PM,Closed,
20-03537963,"Tree Planting -
Green Streets",2050,N,ASHLAND,AVE,32,7:16 AM,3:31 PM,Closed,"DWM, 7D OP HOLD UNTIL DWM COMPLETES
CONSTRUCTION"
20-03537965,"Tree Planting -
Green Streets",6515,S,ASHLAND,AVE,16,7:17 AM,2:11 PM,Closed,7D OP
20-03537967,"Tree Planting -
Green Streets",6800,S,ASHLAND,AVE,17,7:18 AM,2:13 PM,Closed,7D 2OP
20-03537968,"Tree Planting -
Green Streets",7038,S,ASHLAND,AVE,17,7:18 AM,2:18 PM,Closed,7D OP
20-03537969,"Tree Planting -
Green Streets",8413,S,ASHLAND,AVE,21,7:19 AM,3:18 PM,Closed,7D OP
20-03537970,"Tree Planting -
Green Streets",8459,S,ASHLAND,AVE,21,7:20 AM,3:26 PM,Closed,7D OP
20-03537971,"Tree Planting -
Green Streets",8545,S,ASHLAND,AVE,21,7:20 AM,3:30 PM,Closed,7D OP
20-03537974,"Tree Planting -
Green Streets",4909,W,CHICAGO,AVE,37,7:21 AM,3:57 PM,Closed,7D OP
20-03537975,"Tree Planting -
Green Streets",4941,W,CHICAGO,AVE,37,7:21 AM,8:41 AM,Closed,7D 2OP
20-03537976,"Tree Planting -
Green Streets",5009,W,CHICAGO,AVE,37,7:22 AM,4:01 PM,Closed,7D OP
20-03537977,"Tree Planting -
Green Streets",5011,W,CHICAGO,AVE,37,7:22 AM,4:02 PM,Closed,7D OP
20-03537978,"Tree Planting -
Green Streets",5021,W,CHICAGO,AVE,37,7:22 AM,4:03 PM,Closed,7D OP
20-03538033,"Tree Planting -
Green Streets",5713,W,CHICAGO,AVE,29,7:46 AM,4:08 PM,Closed,7D OP
20-03538036,"Tree Planting -
Green Streets",5801,W,CHICAGO,AVE,29,7:47 AM,4:09 PM,Closed,7D OP
20-03538037,"Tree Planting -
Green Streets",5802,W,CHICAGO,AVE,29,7:47 AM,4:10 PM,Closed,7D OP
20-03538039,"Tree Planting -
Green Streets",5838,W,CHICAGO,AVE,29,7:47 AM,4:12 PM,Closed,7D OP
20-03538149,"Tree Planting -
Green Streets",5138,W,CHICAGO,AVE,37,8:00 AM,4:05 PM,Closed,7D OP
20-03538153,"Tree Planting -
Green Streets",1212,W,DIVISION,ST,27,8:02 AM,3:35 PM,Closed,7D OP
20-03538154,"Tree Planting -
Green Streets",4909,W,DIVISION,ST,37,8:02 AM,2:10 PM,Closed,7D OP
20-03538155,"Tree Planting -
Green Streets",4922,W,DIVISION,ST,37,8:03 AM,2:12 PM,Closed,7D OP
20-03538157,"Tree Planting -
Green Streets",4942,W,DIVISION,ST,37,8:03 AM,2:15 PM,Closed,7D OP
20-03538159,"Tree Planting -
Green Streets",4945,W,DIVISION,ST,37,8:04 AM,2:20 PM,Closed,7D 2OP
20-03538161,"Tree Planting -
Green Streets",5026,W,DIVISION,ST,37,8:04 AM,2:19 PM,Closed,7D OP
20-03538165,"Tree Planting -
Green Streets",5100,W,DIVISION,ST,37,8:05 AM,2:22 PM,Closed,7D 2OP
20-03538167,"Tree Planting -
Green Streets",5123,W,DIVISION,ST,37,8:06 AM,2:31 PM,Closed,7D OP
20-03538170,"Tree Planting -
Green Streets",10325,S,HALSTED,ST,34,8:07 AM,12:01 PM,Closed,7D OP
20-03538172,"Tree Planting -
Green Streets",10337,S,HALSTED,ST,34,8:08 AM,12:02 PM,Closed,7D OP
20-03538173,"Tree Planting -
Green Streets",10347,S,HALSTED,ST,34,8:08 AM,12:05 PM,Closed,7D OP
20-03538174,"Tree Planting -
Green Streets",10421,S,HALSTED,ST,34,8:08 AM,12:10 PM,Closed,7D OP
20-03538179,"Tree Planting -
Green Streets",10425,S,HALSTED,ST,34,8:10 AM,12:12 PM,Closed,7D OP
20-03538181,"Tree Planting -
Green Streets",10459,S,HALSTED,ST,34,8:10 AM,12:13 PM,Closed,7D OP
20-03538211,"Tree Planting -
Green Streets",10531,S,HALSTED,ST,34,8:10 AM,12:16 PM,Closed,7D 4OP
20-03538216,"Tree Planting -
Green Streets",10935,S,HALSTED,ST,34,8:12 AM,12:21 PM,Closed,7D 7OP
20-03538219,"Tree Planting -
Green Streets",11107,S,HALSTED,ST,34,8:13 AM,12:23 PM,Closed,7D OP
20-03538221,"Tree Planting -
Green Streets",11211,S,HALSTED,ST,34,8:13 AM,12:25 PM,Closed,7D 2OP
20-03538248,"Tree Planting -
Green Streets",11214,S,HALSTED,ST,34,8:14 AM,12:27 PM,Closed,7D 2OP
20-03538250,"Tree Planting -
Green Streets",11349,S,HALSTED,ST,34,8:14 AM,11:29 AM,Closed,7D OP
20-03538251,"Tree Planting -
Green Streets",11411,S,HALSTED,ST,34,8:15 AM,11:31 AM,Closed,7D 3OP
20-03538253,"Tree Planting -
Green Streets",11444,S,HALSTED,ST,34,8:15 AM,11:32 AM,Closed,7D 2OP
20-03538259,"Tree Planting -
Green Streets",8020,S,KEDZIE,AVE,18,8:17 AM,1:11 PM,Closed,7D OP
20-03538260,"Tree Planting -
Green Streets",8030,S,KEDZIE,AVE,18,8:18 AM,1:17 PM,Closed,7D OP
20-03538262,"Tree Planting -
Green Streets",8032,S,KEDZIE,AVE,18,8:18 AM,1:19 PM,Closed,7D OP
20-03538263,"Tree Planting -
Green Streets",8048,S,KEDZIE,AVE,18,8:18 AM,1:20 PM,Closed,7D OP
20-03538264,"Tree Planting -
Green Streets",8100,S,KEDZIE,AVE,18,8:18 AM,1:22 PM,Closed,7D OP
20-03538265,"Tree Planting -
Green Streets",8212,S,KEDZIE,AVE,18,8:19 AM,1:23 PM,Closed,7D OP
