17-08313256,Tree Planting -,"1650 N ASHLAND AVE , CHICAGO, 32-Ward",,"Dec 11, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,"IL, 60622",,02:12 PM,02:12 PM,,Green Streets,
"",,COOK,,,,,,
17-08313317,Tree Planting -,"1915 W 35TH ST , CHICAGO, IL, 12-Ward",,"Dec 11, 2017","NOV 15, 2017",Completed,Bureau of Forestry -,2 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,60609,,02:15 PM,02:15 PM,,Green Streets,
"",,COOK,,,,,,
17-08390872,Tree Planting -,"1658 N ASHLAND AVE , CHICAGO, 32-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7d - 25ZE
"",Green Streets,"IL, 60622",,07:04 AM,07:04 AM,,Green Streets,
"",,COOK,,,,,,
17-08390876,Tree Planting -,"1734 N ASHLAND AVE , CHICAGO, 32-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 41ZE
"",Green Streets,"IL, 60622",,07:05 AM,07:05 AM,,Green Streets,
"",,COOK,,,,,,
17-08390883,Tree Planting -,"3411 N BROADWAY , CHICAGO, IL, 44-Ward",,"Dec 15, 2017","OCT 26, 2017",Completed,Bureau of Forestry -,2 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,60657,,07:05 AM,07:05 AM,,Green Streets,
"",,COOK,,,,,,
17-08390899,Tree Planting -,"3473 N BROADWAY , CHICAGO, IL, 46-Ward",,"Dec 15, 2017","OCT 26, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,60657,,07:06 AM,07:06 AM,,Green Streets,
"",,COOK,,,,,,
17-08390917,Tree Planting -,"5700 S CENTRAL PARK AVE , 23-Ward",,"Dec 15, 2017","AUG 01, 2017",Completed,Bureau of Forestry -,2 - Dirt Parkway - 7D - 04ZE
"",Green Streets,"CHICAGO, IL, 60629",,07:07 AM,07:07 AM,,Green Streets,
"",,COOK,,,,,,
17-08390926,Tree Planting -,"50 E CHICAGO AVE , CHICAGO, IL, 42-Ward",,"Dec 15, 2017","NOV 08, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01 - 3
"",Green Streets,60611,,07:08 AM,07:08 AM,,Green Streets,- 01ZF
"",,COOK,,,,,,
17-08390956,Tree Planting -,"149 W CHICAGO AVE , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","JUN 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 13ZG
"",Green Streets,60654,,07:09 AM,07:09 AM,,Green Streets,
"",,COOK,,,,,,
17-08390965,Tree Planting -,"444 W CHICAGO AVE , CHICAGO, IL, 27-Ward",,"Dec 15, 2017","JUL 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 13ZG
"",Green Streets,60654,,07:09 AM,07:10 AM,,Green Streets,
"",,COOK,,,,,,
17-08390970,Tree Planting -,"466 W CHICAGO AVE , CHICAGO, IL, 27-Ward",,"Dec 15, 2017","JUL 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 13ZG
"",Green Streets,60654,,07:10 AM,07:11 AM,,Green Streets,
"",,COOK,,,,,,
17-08390974,Tree Planting -,"1402 W CHICAGO AVE , CHICAGO, 1-Ward",,"Dec 15, 2017","JUN 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 13ZG
"",Green Streets,"IL, 60642",,07:11 AM,07:11 AM,,Green Streets,
"",,COOK,,,,,,
17-08390991,Tree Planting -,"1504 S CLARK ST , CHICAGO, IL, 25-Ward",,"Dec 15, 2017","JUL 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 13ZG
"",Green Streets,60605,,07:12 AM,07:12 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location Area,,Created Date,Activity Date,Status,Group,Description
17-08390994,Tree Planting -,"139 S CLINTON ST , CHICAGO, IL, 42-Ward",,"Dec 15, 2017","JUL 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 13ZG
"",Green Streets,60661,,07:13 AM,07:13 AM,,Green Streets,
"",,COOK,,,,,,
17-08391001,Tree Planting -,"7455 W CORNELIA AVE , CHICAGO, 38-Ward",,"Dec 15, 2017","AUG 17, 2017",Completed,Bureau of Forestry -,4 - Dirt Parkway - 7D - 04ZE
"",Green Streets,"IL, 60634",,07:14 AM,07:14 AM,,Green Streets,
"",,COOK,,,,,,
17-08391012,Tree Planting -,"1737 N DAMEN AVE , CHICAGO, IL, 32-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,60647,,07:15 AM,07:15 AM,,Green Streets,
"",,COOK,,,,,,
17-08391016,Tree Planting -,"610 S DEARBORN ST , CHICAGO, IL, 4-Ward",,"Dec 15, 2017","JUL 14, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,60605,,07:16 AM,07:16 AM,,Green Streets,
"",,COOK,,,,,,
17-08391018,Tree Planting -,"876 N DEARBORN ST , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","JUL 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,60610,,07:17 AM,07:17 AM,,Green Streets,
"",,COOK,,,,,,
17-08391029,Tree Planting -,"1547 N DEARBORN PKWY , 2-Ward",,"Dec 15, 2017","JUN 20, 2017",Completed,Bureau of Forestry -,2 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,"CHICAGO, IL, 60610",,07:18 AM,07:18 AM,,Green Streets,
"",,COOK,,,,,,
17-08391046,Tree Planting -,"158 N DESPLAINES ST , CHICAGO, 42-Ward",,"Dec 15, 2017","MAY 24, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 41ZD
"",Green Streets,"IL, 60661",,07:19 AM,07:19 AM,,Green Streets,
"",,COOK,,,,,,
17-08391061,Tree Planting -,"5320 W DEVON AVE , CHICAGO, IL, 41-Ward",,"Dec 15, 2017","MAY 09, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,60646,,07:20 AM,07:20 AM,,Green Streets,
"",,COOK,,,,,,
17-08391080,Tree Planting -,"5330 W DEVON AVE , CHICAGO, IL, 41-Ward",,"Dec 15, 2017","MAY 09, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,60646,,07:21 AM,07:21 AM,,Green Streets,
"",,COOK,,,,,,
17-08391086,Tree Planting -,"5426 W DEVON AVE , CHICAGO, IL, 41-Ward",,"Dec 15, 2017","MAY 09, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,60646,,07:22 AM,07:22 AM,,Green Streets,
"",,COOK,,,,,,
17-08391117,Tree Planting -,"310 W DIVISION ST , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","AUG 17, 2017",Completed,Bureau of Forestry -,2 - Dirt Parkway - 7D - JTL
"",Green Streets,60610,,07:24 AM,07:24 AM,,Green Streets,
"",,COOK,,,,,,
17-08391121,Tree Planting -,"2022 W DIVISION ST , CHICAGO, IL, 1-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 Existing Cut Outs - 7D - 01ZF
"",Green Streets,60622,,07:26 AM,07:26 AM,,Green Streets,
"",,COOK,,,,,,
17-08391153,Tree Planting -,"2033 W DIVISION ST , CHICAGO, IL, 1-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,60622,,07:27 AM,07:27 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location Area,,Created Date,Activity Date,Status,Group,Description
17-08391177,Tree Planting -,"2100 W DIVISION ST , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,60622,,07:27 AM,07:28 AM,,Green Streets,
"",,COOK,,,,,,
17-08395396,Tree Planting -,"2100 W DIVISION ST , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7d - 04ze
"",Green Streets,60622,,10:28 AM,10:28 AM,,Green Streets,
"",,COOK,,,,,,
17-08395410,Tree Planting -,"2104 W DIVISION ST , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 07ZC
"",Green Streets,60622,,10:29 AM,10:29 AM,,Green Streets,
"",,COOK,,,,,,
17-08395444,Tree Planting -,"2121 W DIVISION ST , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,60622,,10:30 AM,10:30 AM,,Green Streets,
"",,COOK,,,,,,
17-08395472,Tree Planting -,"2201 W DIVISION ST , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - New Concrete(Season Of
"",Green Streets,60622,,10:32 AM,10:32 AM,,Green Streets,Plant) - 7D - 01ZF
"",,COOK,,,,,,
17-08395500,Tree Planting -,"2203 W DIVISION ST , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - New Concrete(Season Of
"",Green Streets,60622,,10:33 AM,10:33 AM,,Green Streets,Plant) - 7D - 07ZC
"",,COOK,,,,,,
17-08395714,Tree Planting -,"2203 W DIVISION ST , CHICAGO, IL, 2-Ward",,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - New Concrete(Season Of
"",Green Streets,60622,,10:44 AM,10:45 AM,,Green Streets,Plant) - 7D - 07ZC
"",,COOK,,,,,,
17-08395776,Tree Planting -,"425 E ERIE ST , CHICAGO, IL, 60611 42-Ward",,"Dec 15, 2017","AUG 16, 2017",Completed,Bureau of Forestry -,Dirt Parkway - 7D - 32WF - 2
"",Green Streets,COOK,,10:46 AM,10:46 AM,,Green Streets,
17-08395791,Tree Planting -,"435 W ERIE ST , CHICAGO, IL, 60654 42-Ward",,"Dec 15, 2017","JUL 27, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,COOK,,10:47 AM,10:47 AM,,Green Streets,
17-08395875,Tree Planting -,"445 E ERIE ST , CHICAGO, IL, 60611 42-Ward",,"Dec 15, 2017","AUG 16, 2017",Completed,Bureau of Forestry -,3 - Dirt Parkway - 7D - 07ZC
"",Green Streets,COOK,,10:50 AM,10:50 AM,,Green Streets,
17-08395891,Tree Planting -,"528 N FRANKLIN ST , CHICAGO, IL, 42-Ward",,"Dec 15, 2017","AUG 11, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 41ZD
"",Green Streets,60654,,10:51 AM,10:51 AM,,Green Streets,
"",,COOK,,,,,,
17-08395955,Tree Planting -,"243 E GRAND AVE , CHICAGO, IL, 42-Ward",,"Dec 15, 2017","AUG 01, 2017",Completed,Bureau of Forestry -,3 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,60611,,10:51 AM,10:51 AM,,Green Streets,
"",,COOK,,,,,,
17-08395973,Tree Planting -,"9200 S HARBOR AVE , CHICAGO, IL, 10-Ward",,"Dec 15, 2017",,Completed,Bureau of Forestry -,
"",Green Streets,60617,,10:52 AM,,,Green Streets,
"",,COOK,,,,,,
17-08396071,Tree Planting -,"7114 W HIGGINS AVE , CHICAGO, 41-Ward",,"Dec 15, 2017","MAY 09, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 06ZB
"",Green Streets,"IL, 60656",,10:56 AM,10:57 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
17-08396406,Tree Planting -,"351 W HUBBARD ST , CHICAGO, IL,",42-Ward,"Dec 15, 2017","JUL 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,60654,,11:08 AM,11:08 AM,,Green Streets,
"",,COOK,,,,,,
17-08396461,Tree Planting -,"214 W INSTITUTE PL , CHICAGO, IL,",2-Ward,"Dec 15, 2017","JUN 20, 2017",Completed,Bureau of Forestry -,3 - Existing Cut Outs - 7D - 2
"",Green Streets,60610,,11:09 AM,11:09 AM,,Green Streets,"25ZE, 1 01ZF"
"",,COOK,,,,,,
17-08396533,Tree Planting -,"3011 W IRVING PARK RD ,",33-Ward,"Dec 15, 2017","JUL 19, 2017",Completed,Bureau of Forestry -,"7 - 3011, 3017, 3046, 3049, 3053"
"",Green Streets,"CHICAGO, IL, 60618",,11:12 AM,11:12 AM,,Green Streets,"- Existing Cut Outs - 7D - 07ZC,"
"",,COOK,,,,,,01ZF
17-08396548,Tree Planting -,"3100 W IRVING PARK RD ,",33-Ward,"Dec 15, 2017","JUL 19, 2017",Completed,Bureau of Forestry -,"6 - 3100, 3124, 3138, 3148, -"
"",Green Streets,"CHICAGO, IL, 60618",,11:14 AM,11:14 AM,,Green Streets,"Existing Cut Outs - 7D - 41ZE,"
"",,COOK,,,,,,"32BD, 01ZF, 25ZE"
17-08396578,Tree Planting -,"3213 W IRVING PARK RD ,",33-Ward,"Dec 15, 2017","JUL 19, 2017",Completed,Bureau of Forestry -,"5 - 3213, 3243, 3250 - Existing"
"",Green Streets,"CHICAGO, IL, 60618",,11:15 AM,11:15 AM,,Green Streets,"Cut Outs - 7D - 25ZE, 04ZE,"
"",,COOK,,,,,,01ZF
17-08396603,Tree Planting -,"1602 W JULIAN ST , CHICAGO, IL,",2-Ward,"Dec 15, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,60622,,11:15 AM,11:16 AM,,Green Streets,
"",,COOK,,,,,,
17-08396620,Tree Planting -,"2335 S KEDZIE AVE , CHICAGO, IL,",12-Ward,"Dec 15, 2017","AUG 17, 2017",Completed,Bureau of Forestry -,1 - Dirt Parkway - 7D - 01ZF
"",Green Streets,60623,,11:17 AM,11:17 AM,,Green Streets,
"",,COOK,,,,,,
17-08396682,Tree Planting -,"4202 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 15, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,"4202, 4238, 4239 - 10 - Existing"
"",Green Streets,60618,,11:19 AM,11:19 AM,,Green Streets,"Cut Outs - 7D - 41ZE, 04ZE,"
"",,COOK,,,,,,01ZF
17-08442458,Tree Planting -,"4331 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,60618,,06:58 AM,07:00 AM,,Green Streets,
"",,COOK,,,,,,
17-08442484,Tree Planting -,"4423 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,60625,,07:00 AM,07:01 AM,,Green Streets,
"",,COOK,,,,,,
17-08442492,Tree Planting -,"4454 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 41ZE - 7D
"",Green Streets,60625,,07:01 AM,07:01 AM,,Green Streets,
"",,COOK,,,,,,
17-08442496,Tree Planting -,"4511 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 07ZC
"",Green Streets,60625,,07:02 AM,07:02 AM,,Green Streets,
"",,COOK,,,,,,
17-08442518,Tree Planting -,"4550 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,2 - Existing Cut Outs - 7D - 32BD
"",Green Streets,60625,,07:03 AM,07:03 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
17-08442532,Tree Planting -,"4657 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,2 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,60625,,07:04 AM,07:04 AM,,Green Streets,
"",,COOK,,,,,,
17-08442536,Tree Planting -,"4700 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,60625,,07:04 AM,07:04 AM,,Green Streets,
"",,COOK,,,,,,
17-08442544,Tree Planting -,"4718 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 41ZE
"",Green Streets,60625,,07:05 AM,07:05 AM,,Green Streets,
"",,COOK,,,,,,
17-08442556,Tree Planting -,"4821 N KEDZIE AVE , CHICAGO, IL,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,60625,,07:06 AM,07:06 AM,,Green Streets,
"",,COOK,,,,,,
17-08442581,Tree Planting -,"758 N KINGSBURY ST , CHICAGO,",42-Ward,"Dec 18, 2017","JUN 09, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,"IL, 60654",,07:07 AM,07:07 AM,,Green Streets,
"",,COOK,,,,,,
17-08442583,Tree Planting -,"1417 N KINGSBURY ST , CHICAGO,",27-Ward,"Dec 18, 2017","JUN 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 25ZE - 7D
"",Green Streets,"IL, 60642",,07:07 AM,07:07 AM,,Green Streets,
"",,COOK,,,,,,
17-08442589,Tree Planting -,"718 N LARRABEE ST , CHICAGO, IL,",42-Ward,"Dec 18, 2017","JUN 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,60654,,07:08 AM,07:08 AM,,Green Streets,
"",,COOK,,,,,,
17-08442607,Tree Planting -,"1493 N LARRABEE ST , CHICAGO,",27-Ward,"Dec 18, 2017","AUG 01, 2017",Completed,Bureau of Forestry -,1 - Dirt Parkway - 7D - 01ZF
"",Green Streets,"IL, 60610",,07:09 AM,07:09 AM,,Green Streets,
"",,COOK,,,,,,
17-08442635,Tree Planting -,"3007 W LAWRENCE AVE ,",33-Ward,"Dec 18, 2017","JUL 19, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 07ZC
"",Green Streets,"CHICAGO, IL, 60625",,07:10 AM,07:10 AM,,Green Streets,
"",,COOK,,,,,,
17-08442639,Tree Planting -,"3139 W LAWRENCE AVE ,",33-Ward,"Dec 18, 2017","JUL 19, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,"CHICAGO, IL, 60625",,07:10 AM,07:10 AM,,Green Streets,
"",,COOK,,,,,,
17-08442644,Tree Planting -,"3142 W LAWRENCE AVE ,",33-Ward,"Dec 18, 2017","JUL 19, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,"CHICAGO, IL, 60625",,07:11 AM,07:11 AM,,Green Streets,
"",,COOK,,,,,,
17-08442686,Tree Planting -,"3222 W LAWRENCE AVE ,",33-Ward,"Dec 18, 2017","JUL 19, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 07ZC
"",Green Streets,"CHICAGO, IL, 60625",,07:12 AM,07:12 AM,,Green Streets,
"",,COOK,,,,,,
17-08442691,Tree Planting -,"3241 W LAWRENCE AVE ,",33-Ward,"Dec 18, 2017","JUL 19, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,"CHICAGO, IL, 60625",,07:13 AM,07:13 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location Area,,Created Date,Activity Date,Status,Group,Description
17-08442717,Tree Planting -,"4455 N LINCOLN AVE , CHICAGO, IL, 47-Ward",,"Dec 18, 2017","JUN 16, 2017",Completed,Bureau of Forestry -,16 - Existing Cut Outs - 7D - 4
"",Green Streets,60625,,07:16 AM,07:16 AM,,Green Streets,"CELTIS, 4 KCT, 5 ULMUS, 3"
"",,COOK,,,,,,"BETULA - 13 OP ON LINCOLN,"
"",,,,,,,,3 P ON SUNNYSIDE
17-08442744,Tree Planting -,"400 N MCCLURG CT , CHICAGO, IL, 42-Ward",,"Dec 18, 2017","JUL 05, 2017",Completed,Bureau of Forestry -,4 - Existing Cut Outs - 7D - 2
"",Green Streets,60611,,07:19 AM,07:19 AM,,Green Streets,04ZE 2 01ZF - 400/ 2 402/ 1 440/
"",,COOK,,,,,,1
17-08442751,Tree Planting -,"12 S MICHIGAN AVE , CHICAGO, IL, 42-Ward",,"Dec 18, 2017","JUN 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,60603,,07:20 AM,07:20 AM,,Green Streets,
"",,COOK,,,,,,
17-08442773,Tree Planting -,"2005 S MICHIGAN AVE , CHICAGO, 3-Ward",,"Dec 18, 2017","JUN 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,"IL, 60616",,07:21 AM,07:21 AM,,Green Streets,
"",,COOK,,,,,,
17-08442795,Tree Planting -,"6122 N NORTHWEST HWY , 41-Ward",,"Dec 18, 2017","MAY 09, 2017",Completed,Bureau of Forestry -,11 - Existing Cut Outs - 7D -
"",Green Streets,"CHICAGO, IL, 60631",,07:23 AM,07:23 AM,,Green Streets,"01ZF, 06ZB, 25ZE, 07CC - 6122,"
"",,COOK,,,,,,"6125, 6129, 6132, 6135, 6137,"
"",,,,,,,,"6143, 6145, 6163, 6165, 6166"
17-08442839,Tree Planting -,"370 W OHIO ST , CHICAGO, IL, 42-Ward",,"Dec 18, 2017","JUN 13, 2017",Completed,Bureau of Forestry -,"23 - Dirt Parkway - 7D - 10ZC,"
"",Green Streets,60654,,07:25 AM,07:25 AM,,Green Streets,"41ZD, 09PZ, 32BD, 07CC, 01ZF"
"",,COOK,,,,,,- OHIO DOG PARK
17-08442844,Tree Planting -,"1424 N MILWAUKEE AVE , 1-Ward",,"Dec 18, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,"CHICAGO, IL, 60622",,07:26 AM,07:26 AM,,Green Streets,
"",,COOK,,,,,,
17-08442867,Tree Planting -,"1463 N MILWAUKEE AVE , 1-Ward",,"Dec 18, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 06ZB
"",Green Streets,"CHICAGO, IL, 60622",,07:27 AM,07:27 AM,,Green Streets,
"",,COOK,,,,,,
17-08442873,Tree Planting -,"1634 N MILWAUKEE AVE , 2-Ward",,"Dec 18, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,Existing Cut Outs - 7D - 2 - 25ZE
"",Green Streets,"CHICAGO, IL, 60647",,07:28 AM,07:28 AM,,Green Streets,
"",,COOK,,,,,,
17-08442875,Tree Planting -,"1652 N MILWAUKEE AVE , 2-Ward",,"Dec 18, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,2 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,"CHICAGO, IL, 60647",,07:29 AM,07:29 AM,,Green Streets,
"",,COOK,,,,,,
17-08442878,Tree Planting -,"1754 N MILWAUKEE AVE , 32-Ward",,"Dec 18, 2017","OCT 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 25ZE
"",Green Streets,"CHICAGO, IL, 60647",,07:29 AM,07:30 AM,,Green Streets,
"",,COOK,,,,,,
17-08442903,Tree Planting -,3436 S DR MARTIN LUTHER KING 4-Ward,,"Dec 18, 2017","AUG 17, 2017",Completed,Bureau of Forestry -,1 - Dirt Parkway - 7D - 01ZF
"",Green Streets,"JR DR , CHICAGO, IL, 60616",,07:32 AM,07:32 AM,,Green Streets,
"",,COOK,,,,,,
17-08442929,Tree Planting -,"230 W MONROE ST , CHICAGO, IL, 42-Ward",,"Dec 18, 2017","JUL 05, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 13ZG
"",Green Streets,60606,,07:33 AM,07:33 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
17-08442942,Tree Planting -,"500 W MONROE ST , CHICAGO, IL,",42-Ward,"Dec 18, 2017","JUL 05, 2017",Completed,Bureau of Forestry -,2 - Existing Cut Outs - 7D - 07CC
"",Green Streets,60661,,07:34 AM,07:34 AM,,Green Streets,
"",,COOK,,,,,,
17-08442948,Tree Planting -,"3134 W MONTROSE AVE ,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,"CHICAGO, IL, 60618",,07:35 AM,07:35 AM,,Green Streets,
"",,COOK,,,,,,
17-08442950,Tree Planting -,"3140 W MONTROSE AVE ,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 01ZF
"",Green Streets,"CHICAGO, IL, 60618",,07:36 AM,07:36 AM,,Green Streets,
"",,COOK,,,,,,
17-08442993,Tree Planting -,"3334 W MONTROSE AVE ,",33-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 01ZF - 7D
"",Green Streets,"CHICAGO, IL, 60618",,07:37 AM,07:37 AM,,Green Streets,
"",,COOK,,,,,,
17-08442998,Tree Planting -,"3444 W MONTROSE AVE ,",35-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 32BD
"",Green Streets,"CHICAGO, IL, 60618",,07:37 AM,07:37 AM,,Green Streets,
"",,COOK,,,,,,
17-08443004,Tree Planting -,"3444 W MONTROSE AVE ,",35-Ward,"Dec 18, 2017","JUL 20, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 32BD
"",Green Streets,"CHICAGO, IL, 60618",,07:38 AM,07:38 AM,,Green Streets,
"",,COOK,,,,,,
17-08443052,Tree Planting -,"3447 W MONTROSE AVE ,",35-Ward,"Dec 18, 2017","AUG 01, 2017",Completed,Bureau of Forestry -,1 - Existing Cut Outs - 7D - 41ZE
"",Green Streets,"CHICAGO, IL, 60618",,07:39 AM,07:39 AM,,Green Streets,
"",,COOK,,,,,,
17-08443879,Tree Planting -,"6225 N NIAGARA AVE , CHICAGO,",41-Ward,"Dec 18, 2017","MAY 09, 2017",Completed,Bureau of Forestry -,2 - Dirt Parkway - 7d - 04ze
"",Green Streets,"IL, 60631",,08:31 AM,08:31 AM,,Green Streets,
"",,COOK,,,,,,
17-08443886,Tree Planting -,"6706 N OLIPHANT AVE , CHICAGO,",41-Ward,"Dec 18, 2017","MAY 09, 2017",Completed,Bureau of Forestry -,3 - Existing Cut Outs - 7D - 04ZE
"",Green Streets,"IL, 60631",,08:32 AM,08:32 AM,,Green Streets,
"",,COOK,,,,,,
