sr_number,type,raw_location,area,created_date,activity_date,status,group,description,address,ward
16-08273154,Tree Planting - Green Streets,"1406 S WABASH AVE , CHICAGO, IL, 3-Ward 60605 COOK",,"Dec 12, 2016 10:11 AM","OCT 19, 2016 10:11 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 25ZE,1406 S WABASH AVE,3-Ward
16-08273681,Tree Planting - Green Streets,"953 W WASHINGTON BLVD , 25-Ward CHICAGO, IL, 60607 COOK",,"Dec 12, 2016 10:37 AM","MAY 16, 2016 10:37 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 09PA,953 W WASHINGTON BLVD,25-Ward
16-08274000,Tree Planting - Green Streets,"613 W DIVERSEY PKWY , CHICAGO, 43-Ward IL, 60614 COOK",,"Dec 12, 2016 10:53 AM","OCT 20, 2016 10:53 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - CONGRESSIONAL OAK,613 W DIVERSEY PKWY,43-Ward
16-08274011,Tree Planting - Green Streets,"659 W DIVERSEY PKWY , CHICAGO, 43-Ward IL, 60614 COOK",,"Dec 12, 2016 10:54 AM","OCT 20, 2016 10:54 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - CONGRESSIONAL OAK,659 W DIVERSEY PKWY,43-Ward
16-08274044,Tree Planting - Green Streets,"14 W ERIE ST , CHICAGO, IL, 60654 42-Ward COOK",,"Dec 12, 2016 10:55 AM","MAY 16, 2016 10:55 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - CHINKAPIN OAK,14 W ERIE ST,42-Ward
16-08274064,Tree Planting - Green Streets,"700 S FEDERAL ST , CHICAGO, IL, 4-Ward 60605 COOK",,"Dec 12, 2016 10:56 AM","MAY 16, 2016 10:56 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 01ZF,700 S FEDERAL ST,4-Ward
16-08274092,Tree Planting - Green Streets,"617 W FULTON ST , CHICAGO, IL, 42-Ward 60661 COOK",,"Dec 12, 2016 10:57 AM","MAY 16, 2016 10:58 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 01ZF,617 W FULTON ST,42-Ward
16-08274108,Tree Planting - Green Streets,"342 E ILLINOIS ST , CHICAGO, IL, 42-Ward 60611 COOK",,"Dec 12, 2016 10:59 AM","MAY 27, 2016 10:59 AM",Completed,Bureau of Forestry - Green Streets,3 - Existing Cut Outs - 7D - QUERCUS,342 E ILLINOIS ST,42-Ward
16-08274248,Tree Planting - Green Streets,"2413 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Dec 12, 2016 11:03 AM","OCT 20, 2016 11:03 AM",Completed,Bureau of Forestry - Green Streets,,2413 N LINCOLN AVE,43-Ward
16-08274252,Tree Planting - Green Streets,"2428 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Dec 12, 2016 11:03 AM","OCT 20, 2016 11:03 AM",Completed,Bureau of Forestry - Green Streets,,2428 N LINCOLN AVE,43-Ward
16-08274258,Tree Planting - Green Streets,"2461 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Dec 12, 2016 11:03 AM","OCT 20, 2016 11:03 AM",Completed,Bureau of Forestry - Green Streets,,2461 N LINCOLN AVE,43-Ward
16-08274367,Tree Planting - Green Streets,"2501 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Oct 20, 2016 11:10 AM","OCT 20, 2016 11:10 AM",Completed,Bureau of Forestry - Green Streets,,2501 N LINCOLN AVE,43-Ward
16-08274371,Tree Planting - Green Streets,"2707 N LINCOLN AVE , CHICAGO, IL, 43-Ward 60614 COOK",,"Oct 20, 2016 11:10 AM","OCT 20, 2016 11:10 AM",Completed,Bureau of Forestry - Green Streets,,2707 N LINCOLN AVE,43-Ward
16-08274473,Tree Planting - Green Streets,"5858 N SHERIDAN RD , CHICAGO, 48-Ward IL, 60660 COOK",,"May 27, 2016 11:14 AM","MAY 27, 2016 11:14 AM",Completed,Bureau of Forestry - Green Streets,,5858 N SHERIDAN RD,48-Ward
16-08274482,Tree Planting - Green Streets,"5914 N SHERIDAN RD , CHICAGO, 48-Ward IL, 60660 COOK",,"May 27, 2016 11:14 AM","MAY 27, 2016 11:14 AM",Completed,Bureau of Forestry - Green Streets,,5914 N SHERIDAN RD,48-Ward
16-08274691,Tree Planting - Green Streets,"6032 N SHERIDAN RD , CHICAGO, 48-Ward IL, 60660 COOK",,"May 27, 2016 11:22 AM","MAY 27, 2016 11:22 AM",Completed,Bureau of Forestry - Green Streets,7D 13ZG,6032 N SHERIDAN RD,48-Ward
16-08274709,Tree Planting - Green Streets,"6130 N SHERIDAN RD , CHICAGO, 48-Ward IL, 60660 COOK",,"May 27, 2016 11:22 AM","MAY 27, 2016 11:22 AM",Completed,Bureau of Forestry - Green Streets,7D 2 10ZC,6130 N SHERIDAN RD,48-Ward
16-08274734,Tree Planting - Green Streets,"6330 N SHERIDAN RD , CHICAGO, 48-Ward IL, 60660 COOK",,"May 27, 2016 11:22 AM","MAY 27, 2016 11:22 AM",Completed,Bureau of Forestry - Green Streets,7D 32AD,6330 N SHERIDAN RD,48-Ward
16-08274786,Tree Planting - Green Streets,"3161 N BROADWAY , CHICAGO, IL, 44-Ward 60657 COOK",,"Nov 25, 2016 11:27 AM","NOV 25, 2016 11:27 AM",Completed,Bureau of Forestry - Green Streets,7D 01ZF,3161 N BROADWAY,44-Ward
16-08274793,Tree Planting - Green Streets,"3143 N BROADWAY , CHICAGO, IL, 44-Ward 60657 COOK",,"Nov 25, 2016 11:27 AM","NOV 25, 2016 11:27 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE,3143 N BROADWAY,44-Ward
16-08274797,Tree Planting - Green Streets,"3123 N BROADWAY , CHICAGO, IL, 44-Ward 60657 COOK",,"Nov 25, 2016 11:27 AM","NOV 25, 2016 11:27 AM",Completed,Bureau of Forestry - Green Streets,,3123 N BROADWAY,44-Ward
16-08274875,Tree Planting - Green Streets,"3149 N BROADWAY , CHICAGO, IL, 44-Ward 60657 COOK",,"Nov 25, 2016 11:30 AM","NOV 25, 2016 11:30 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE,3149 N BROADWAY,44-Ward
16-08274885,Tree Planting - Green Streets,"3112 N BROADWAY , CHICAGO, IL, 44-Ward 60657 COOK",,"Nov 25, 2016 11:30 AM","NOV 25, 2016 11:30 AM",Completed,Bureau of Forestry - Green Streets,7D SWO,3112 N BROADWAY,44-Ward
16-08274893,Tree Planting - Green Streets,"3115 N BROADWAY , CHICAGO, IL, 44-Ward 60657 COOK",,"Nov 25, 2016 11:30 AM","NOV 25, 2016 11:30 AM",Completed,Bureau of Forestry - Green Streets,7D 01ZF,3115 N BROADWAY,44-Ward
16-08274898,Tree Planting - Green Streets,"3042 N BROADWAY , CHICAGO, IL, 44-Ward 60657 COOK",,"Nov 25, 2016 11:30 AM","NOV 25, 2016 11:30 AM",Completed,Bureau of Forestry - Green Streets,7D SWO,3042 N BROADWAY,44-Ward
16-08274905,Tree Planting - Green Streets,"2833 N BROADWAY , CHICAGO, IL, 44-Ward 60657 COOK",,"Nov 25, 2016 11:30 AM","NOV 25, 2016 11:30 AM",Completed,Bureau of Forestry - Green Streets,7D SWO,2833 N BROADWAY,44-Ward
16-08274910,Tree Planting - Green Streets,"2827 N BROADWAY , CHICAGO, IL, 44-Ward 60657 COOK",,"Nov 25, 2016 11:30 AM","NOV 25, 2016 11:30 AM",Completed,Bureau of Forestry - Green Streets,7D JTL,2827 N BROADWAY,44-Ward
16-08274938,Tree Planting - Green Streets,"538 W DIVERSEY PKWY , CHICAGO, 44-Ward IL, 60614 COOK",,"Nov 25, 2016 11:30 AM","NOV 25, 2016 11:30 AM",Completed,Bureau of Forestry - Green Streets,,538 W DIVERSEY PKWY,44-Ward
16-08275018,Tree Planting - Green Streets,"400 N MCCLURG CT , CHICAGO, IL, 42-Ward 60611 COOK",,"Dec 12, 2016 11:40 AM","MAY 16, 2016 11:40 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 01ZF,400 N MCCLURG CT,42-Ward
16-08275034,Tree Planting - Green Streets,"445 N MCCLURG CT , CHICAGO, IL, 42-Ward 60611 COOK",,"May 27, 2016 11:41 AM","MAY 27, 2016 11:41 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB,445 N MCCLURG CT,42-Ward
16-08275043,Tree Planting - Green Streets,"447 N MCCLURG CT , CHICAGO, IL, 42-Ward 60611 COOK",,"May 27, 2016 11:41 AM","MAY 27, 2016 11:41 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE,447 N MCCLURG CT,42-Ward
16-08275077,Tree Planting - Green Streets,"4801 S MICHIGAN AVE , CHICAGO, 3-Ward IL, 60615 COOK",,"Dec 12, 2016 11:44 AM","SEP 15, 2016 11:45 AM",Completed,Bureau of Forestry - Green Streets,4 - Dirt Parkway - Dirt Parkway - 7D - CONGRESSIONAL OAK - ON CPL PROPERTY - 2FM,4801 S MICHIGAN AVE,3-Ward
16-08275099,Tree Planting - Green Streets,"3245 N HALSTED ST , CHICAGO, IL, 44-Ward 60657 COOK",,"Oct 19, 2016 11:46 AM","OCT 19, 2016 11:46 AM",Completed,Bureau of Forestry - Green Streets,7D 01ZF,3245 N HALSTED ST,44-Ward
16-08275108,Tree Planting - Green Streets,"3323 N HALSTED ST , CHICAGO, IL, 44-Ward 60657 COOK",,"Oct 19, 2016 11:46 AM","OCT 19, 2016 11:46 AM",Completed,Bureau of Forestry - Green Streets,7D 04ZE,3323 N HALSTED ST,44-Ward
16-08275113,Tree Planting - Green Streets,"3325 N HALSTED ST , CHICAGO, IL, 44-Ward 60657 COOK",,"Oct 19, 2016 11:46 AM","OCT 19, 2016 11:46 AM",Completed,Bureau of Forestry - Green Streets,7D 04ZE,3325 N HALSTED ST,44-Ward
16-08275116,Tree Planting - Green Streets,"3335 N HALSTED ST , CHICAGO, IL, 44-Ward 60657 COOK",,"Oct 19, 2016 11:46 AM","OCT 19, 2016 11:46 AM",Completed,Bureau of Forestry - Green Streets,7D 01ZF,3335 N HALSTED ST,44-Ward
16-08275122,Tree Planting - Green Streets,"3420 N HALSTED ST , CHICAGO, IL, 60657 COOK",44-Ward,"Oct 19, 2016 11:46 AM","OCT 19, 2016 11:46 AM",Completed,Bureau of Forestry - Green Streets,7D 01ZF,3420 N HALSTED ST,44-Ward
16-08275130,Tree Planting - Green Streets,"3439 N HALSTED ST , CHICAGO, IL, 60657 COOK",44-Ward,"Oct 19, 2016 11:46 AM","OCT 19, 2016 11:46 AM",Completed,Bureau of Forestry - Green Streets,7D - 7D 01ZF,3439 N HALSTED ST,44-Ward
16-08275138,Tree Planting - Green Streets,"3452 N HALSTED ST , CHICAGO, IL, 60657 COOK",44-Ward,"Oct 19, 2016 11:46 AM","OCT 19, 2016 11:46 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB,3452 N HALSTED ST,44-Ward
16-08275143,Tree Planting - Green Streets,"3458 N HALSTED ST , CHICAGO, IL, 60657 COOK",44-Ward,"Oct 19, 2016 11:46 AM","OCT 19, 2016 11:46 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB,3458 N HALSTED ST,44-Ward
16-08275159,Tree Planting - Green Streets,"3849 W DEVON AVE , CHICAGO, IL, 60659 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,,3849 W DEVON AVE,39-Ward
16-08275171,Tree Planting - Green Streets,"3905 W DEVON AVE , CHICAGO, IL, 60659 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,,3905 W DEVON AVE,39-Ward
16-08275175,Tree Planting - Green Streets,"4055 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,4055 W DEVON AVE,39-Ward
16-08275182,Tree Planting - Green Streets,"4056 W DEVON AVE , CHICAGO, IL, 0 COOK",0-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,4056 W DEVON AVE,0-Ward
16-08275184,Tree Planting - Green Streets,"4057 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,4057 W DEVON AVE,39-Ward
16-08275194,Tree Planting - Green Streets,"4113 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,4113 W DEVON AVE,39-Ward
16-08275198,Tree Planting - Green Streets,"4117 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,4117 W DEVON AVE,39-Ward
16-08275201,Tree Planting - Green Streets,"4211 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,01ZF - 7D 01ZF,4211 W DEVON AVE,39-Ward
16-08275208,Tree Planting - Green Streets,"4217 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,4217 W DEVON AVE,39-Ward
16-08275217,Tree Planting - Green Streets,"4243 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,4243 W DEVON AVE,39-Ward
16-08275223,Tree Planting - Green Streets,"4315 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,4315 W DEVON AVE,39-Ward
16-08275228,Tree Planting - Green Streets,"4341 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 2 06ZB MEDIAN,4341 W DEVON AVE,39-Ward
16-08275235,Tree Planting - Green Streets,"4343 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZF MEDIAN,4343 W DEVON AVE,39-Ward
16-08275238,Tree Planting - Green Streets,"4359 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,4359 W DEVON AVE,39-Ward
16-08275254,Tree Planting - Green Streets,"4365 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 2 25ZE,4365 W DEVON AVE,39-Ward
16-08275257,Tree Planting - Green Streets,"4735 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,4735 W DEVON AVE,39-Ward
16-08275262,Tree Planting - Green Streets,"4741 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,4741 W DEVON AVE,39-Ward
16-08275265,Tree Planting - Green Streets,"5003 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,5003 W DEVON AVE,39-Ward
16-08275279,Tree Planting - Green Streets,"5009 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,5009 W DEVON AVE,39-Ward
16-08275283,Tree Planting - Green Streets,"5017 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,5017 W DEVON AVE,39-Ward
16-08275287,Tree Planting - Green Streets,"5033 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,5033 W DEVON AVE,39-Ward
16-08275292,Tree Planting - Green Streets,"5049 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,5049 W DEVON AVE,39-Ward
16-08275300,Tree Planting - Green Streets,"5057 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE,5057 W DEVON AVE,39-Ward
16-08275306,Tree Planting - Green Streets,"5112 W DEVON AVE , CHICAGO, IL, 60646 COOK",41-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,5112 W DEVON AVE,41-Ward
16-08275315,Tree Planting - Green Streets,"5201 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,5201 W DEVON AVE,39-Ward
16-08275317,Tree Planting - Green Streets,"5211 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,5211 W DEVON AVE,39-Ward
16-08275319,Tree Planting - Green Streets,"5214 W DEVON AVE , CHICAGO, IL, 60646 COOK",41-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 01ZF,5214 W DEVON AVE,41-Ward
16-08275323,Tree Planting - Green Streets,"5261 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 AM","OCT 26, 2016 11:49 AM",Completed,Bureau of Forestry - Green Streets,7D 01ZF,5261 W DEVON AVE,39-Ward
16-08275335,Tree Planting - Green Streets,"5265 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 PM","OCT 26, 2016 11:49 PM",Completed,Bureau of Forestry - Green Streets,01ZF - 7D 01ZF,5265 W DEVON AVE,39-Ward
16-08275347,Tree Planting - Green Streets,"5301 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 PM","OCT 26, 2016 11:49 PM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,5301 W DEVON AVE,39-Ward
16-08275351,Tree Planting - Green Streets,"5304 W DEVON AVE , CHICAGO, IL, 60646 COOK",41-Ward,"Oct 26, 2016 11:49 PM","OCT 26, 2016 11:49 PM",Completed,Bureau of Forestry - Green Streets,7D 06ZB MEDIAN,5304 W DEVON AVE,41-Ward
16-08275358,Tree Planting - Green Streets,"5313 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 PM","OCT 26, 2016 11:49 PM",Completed,Bureau of Forestry - Green Streets,7D 25ZE MEDIAN,5313 W DEVON AVE,39-Ward
16-08275362,Tree Planting - Green Streets,"5337 W DEVON AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Oct 26, 2016 11:49 PM","OCT 26, 2016 11:49 PM",Completed,Bureau of Forestry - Green Streets,PL - 7D 01ZF E02,5337 W DEVON AVE,39-Ward
16-08275391,Tree Planting - Green Streets,"3149 N BROADWAY , CHICAGO, IL, 60657 COOK",44-Ward,"Dec 12, 2016 12:03 PM","NOV 25, 2016 12:03 PM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - 25ZE,3149 N BROADWAY,44-Ward
17-00331748,Tree Planting - Green Streets,"1803 S CANALPORT AVE , CHICAGO, IL, 60616 COOK",25-Ward,"Jan 19, 2017 10:02 AM","APR 22, 2017 07:49 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - WS,1803 S CANALPORT AVE,25-Ward
17-00331779,Tree Planting - Green Streets,"50 E CHICAGO AVE , CHICAGO, IL, 60611 COOK",42-Ward,"Jan 19, 2017 10:03 AM","NOV 08, 2017 07:38 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7d - ULMUS,50 E CHICAGO AVE,42-Ward
17-00331794,Tree Planting - Green Streets,"1122 N CLARK ST , CHICAGO, IL, 60610 COOK",2-Ward,"Jan 19, 2017 10:04 AM","DEC 11, 2017 08:08 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - CBBL,1122 N CLARK ST,2-Ward
17-00331837,Tree Planting - Green Streets,"13 S LAFLIN ST , CHICAGO, IL, 60607 COOK",27-Ward,"Jan 19, 2017 10:06 AM","JUN 01, 2017 10:58 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - WS,13 S LAFLIN ST,27-Ward
17-00331844,Tree Planting - Green Streets,"700 N LA SALLE DR , CHICAGO, IL, 60654 COOK",42-Ward,"Jan 19, 2017 10:07 AM","MAY 03, 2017 10:37 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - WS,700 N LA SALLE DR,42-Ward
17-00331848,Tree Planting - Green Streets,"201 E ROOSEVELT RD , CHICAGO, IL, 60605 COOK",3-Ward,"Jan 19, 2017 10:07 AM","MAY 03, 2017 10:49 AM",Completed,Bureau of Forestry - Green Streets,3 - Existing Cut Outs - 7D - WS,201 E ROOSEVELT RD,3-Ward
17-00331854,Tree Planting - Green Streets,"937 N RUSH ST , CHICAGO, IL, 60611 COOK",42-Ward,"Jan 19, 2017 10:08 AM","APR 21, 2017 01:54 PM",Completed,Bureau of Forestry - Green Streets,2 - Existing Cut Outs - 7D - ULMUS,937 N RUSH ST,42-Ward
17-00331869,Tree Planting - Green Streets,"1610 S MILLER ST , CHICAGO, IL, 60608 COOK",25-Ward,"Jan 19, 2017 10:09 AM","APR 22, 2017 09:49 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - WS,1610 S MILLER ST,25-Ward
17-00331979,Tree Planting - Green Streets,"726 W 18TH ST , CHICAGO, IL, 60616 COOK",11-Ward,"Jan 19, 2017 10:12 AM","JUN 09, 2017 10:49 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - WS,726 W 18TH ST,11-Ward
17-00451522,Tree Planting - Green Streets,"802 S WELLS ST , CHICAGO, IL, 60607 COOK",25-Ward,"Jan 25, 2017 08:47 AM","APR 27, 2017 08:18 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7d,802 S WELLS ST,25-Ward
17-00451537,Tree Planting - Green Streets,"640 S CLARK ST , CHICAGO, IL, 60605 COOK",4-Ward,"Jan 25, 2017 08:48 AM","DEC 11, 2017 08:09 AM",Completed,Bureau of Forestry - Green Streets,1 - Dirt Parkway - 7D,640 S CLARK ST,4-Ward
17-00451574,Tree Planting - Green Streets,"1819 S STATE ST , CHICAGO, IL, 60616 COOK",3-Ward,"Jan 25, 2017 08:48 AM","APR 26, 2017 09:38 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D,1819 S STATE ST,3-Ward
17-00451582,Tree Planting - Green Streets,"777 S STATE ST , CHICAGO, IL, 60605 COOK",4-Ward,"Jan 25, 2017 08:49 AM","APR 27, 2017 07:52 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D - ON 8TH ST,777 S STATE ST,4-Ward
17-00451586,Tree Planting - Green Streets,"851 S WABASH AVE , CHICAGO, IL, 60605 COOK",4-Ward,"Jan 25, 2017 08:49 AM","APR 27, 2017 07:53 AM",Completed,Bureau of Forestry - Green Streets,1 - Dirt Parkway - 7D,851 S WABASH AVE,4-Ward
17-00451588,Tree Planting - Green Streets,"1111 S STATE ST , CHICAGO, IL, 4-Ward 60605 COOK",,"Jan 25, 2017 08:49 AM","APR 27, 2017 07:54 AM",Completed,Bureau of Forestry - Green Streets,1 - Dirt Parkway - 7D,1111 S STATE ST,4-Ward
17-00451590,Tree Planting - Green Streets,"2101 S WABASH AVE , CHICAGO, IL, 3-Ward 60616 COOK",,"Jan 25, 2017 08:50 AM","APR 26, 2017 09:20 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D,2101 S WABASH AVE,3-Ward
17-00451601,Tree Planting - Green Streets,"1830 S MICHIGAN AVE , CHICAGO, 3-Ward IL, 60616 COOK",,"Jan 25, 2017 08:50 AM","APR 27, 2017 07:49 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D,1830 S MICHIGAN AVE,3-Ward
17-00451604,Tree Planting - Green Streets,"1527 S INDIANA AVE , CHICAGO, IL, 3-Ward 60605 COOK",,"Jan 25, 2017 08:50 AM","APR 26, 2017 09:40 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs  - 7D,1527 S INDIANA AVE,3-Ward
17-00451623,Tree Planting - Green Streets,"1639 S INDIANA AVE , CHICAGO, IL, 3-Ward 60616 COOK",,"Jan 25, 2017 08:51 AM","APR 26, 2017 09:42 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D,1639 S INDIANA AVE,3-Ward
17-00451638,Tree Planting - Green Streets,"1721 S INDIANA AVE , CHICAGO, IL, 3-Ward 60616 COOK",,"Jan 25, 2017 08:51 AM","APR 26, 2017 09:42 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D,1721 S INDIANA AVE,3-Ward
17-00451652,Tree Planting - Green Streets,"320 E 21ST ST , CHICAGO, IL, 60616 3-Ward COOK",,"Jan 25, 2017 08:51 AM","APR 26, 2017 09:35 AM",Completed,Bureau of Forestry - Green Streets,1 - Existing Cut Outs - 7D,320 E 21ST ST,3-Ward
17-00451673,Tree Planting - Green Streets,"801 N CARPENTER ST , CHICAGO, 27-Ward IL, 60642 COOK",,"Jan 25, 2017 08:53 AM","APR 21, 2017 07:52 AM",Completed,Bureau of Forestry - Green Streets,5 - New Concrete(Season Of Plant) - 7D - 801-825,801 N CARPENTER ST,27-Ward
